0, err b: tensor([0.0019]), err u: tensor([0.0064]), fsolve flag:1, 3.8170022698125194e-11, 284
1, err b: tensor([0.0015]), err u: tensor([0.0090]), fsolve flag:1, 3.83086229405194e-10, 279
2, err b: tensor([0.0015]), err u: tensor([0.0041]), fsolve flag:1, 6.123901385990393e-11, 283
3, err b: tensor([0.0016]), err u: tensor([0.0064]), fsolve flag:1, 2.1639101621673262e-10, 275
4, err b: tensor([0.0014]), err u: tensor([0.0017]), fsolve flag:1, 4.805469910884597e-10, 278
5, err b: tensor([0.0015]), err u: tensor([0.0032]), fsolve flag:1, 7.9695472443575e-11, 280
6, err b: tensor([0.0016]), err u: tensor([0.0068]), fsolve flag:1, 1.6216877840591337e-10, 285
7, err b: tensor([0.0015]), err u: tensor([0.0038]), fsolve flag:1, 6.866808233141342e-10, 284
8, err b: tensor([0.0017]), err u: tensor([0.0016]), fsolve flag:1, 1.1723677584285497e-10, 534
9, err b: tensor([0.0018]), err u: tensor([0.0092]), fsolve flag:1, 2.2298968227474347e-11, 279
10, err b: tensor([0.0017]), err u: tensor([0.0023]), fsolve flag:1, 6.681444286726901e-11, 275
11, err b: tensor([0.0015]), err u: tensor([0.0015]), fsolve flag:1, 8.406408902317253e-11, 286
12, err b: tensor([0.0014]), err u: tensor([0.0045]), fsolve flag:1, 3.562813377655516e-10, 282
13, err b: tensor([0.0017]), err u: tensor([0.0063]), fsolve flag:1, 1.6996945517711026e-10, 278
14, err b: tensor([0.0019]), err u: tensor([0.0066]), fsolve flag:1, 1.7793685969103024e-10, 279
15, err b: tensor([0.0018]), err u: tensor([0.0040]), fsolve flag:1, 6.745892733306391e-11, 279
16, err b: tensor([0.0014]), err u: tensor([0.0049]), fsolve flag:1, 8.575873344796037e-11, 278
17, err b: tensor([0.0016]), err u: tensor([0.0054]), fsolve flag:1, 6.531700735834534e-10, 279
18, err b: tensor([0.0017]), err u: tensor([0.0052]), fsolve flag:1, 1.2946654859291584e-10, 281
19, err b: tensor([0.0016]), err u: tensor([0.0029]), fsolve flag:1, 9.200890049854138e-11, 280
20, err b: tensor([0.0018]), err u: tensor([0.0047]), fsolve flag:1, 5.011073223037954e-10, 276
21, err b: tensor([0.0016]), err u: tensor([0.0027]), fsolve flag:1, 5.988027296233156e-10, 277
22, err b: tensor([0.0022]), err u: tensor([0.0083]), fsolve flag:1, 2.446427505020665e-10, 534
23, err b: tensor([0.0016]), err u: tensor([0.0026]), fsolve flag:1, 2.428348633287669e-10, 279
24, err b: tensor([0.0016]), err u: tensor([0.0062]), fsolve flag:1, 1.7456484868727529e-10, 275
25, err b: tensor([0.0015]), err u: tensor([0.0044]), fsolve flag:1, 3.7558789411917815e-11, 283
26, err b: tensor([0.0019]), err u: tensor([0.0097]), fsolve flag:1, 3.5704811329750896e-10, 281
27, err b: tensor([0.0013]), err u: tensor([0.0053]), fsolve flag:1, 6.980504507758667e-10, 286
28, err b: tensor([0.0016]), err u: tensor([0.0100]), fsolve flag:1, 7.542733104770605e-11, 282
29, err b: tensor([0.0017]), err u: tensor([0.0033]), fsolve flag:1, 1.720814324368547e-10, 279
30, err b: tensor([0.0016]), err u: tensor([0.0127]), fsolve flag:1, 4.3467496269045114e-10, 282
31, err b: tensor([0.0018]), err u: tensor([0.0053]), fsolve flag:1, 3.035557361030783e-10, 280
32, err b: tensor([0.0017]), err u: tensor([0.0029]), fsolve flag:1, 1.4100054457344413e-10, 277
33, err b: tensor([0.0017]), err u: tensor([0.0096]), fsolve flag:1, 3.3518077202643326e-10, 281
34, err b: tensor([0.0016]), err u: tensor([0.0079]), fsolve flag:1, 5.658813417852571e-10, 277
35, err b: tensor([0.0016]), err u: tensor([0.0068]), fsolve flag:1, 3.744116128245878e-11, 293
36, err b: tensor([0.0017]), err u: tensor([0.0029]), fsolve flag:1, 2.203329740879667e-10, 279
37, err b: tensor([0.0018]), err u: tensor([0.0103]), fsolve flag:1, 1.2742146227040507e-10, 282
38, err b: tensor([0.0018]), err u: tensor([0.0038]), fsolve flag:1, 3.2585545373109426e-11, 276
39, err b: tensor([0.0015]), err u: tensor([0.0029]), fsolve flag:1, 8.083328451036209e-11, 287
40, err b: tensor([0.0015]), err u: tensor([0.0041]), fsolve flag:1, 4.1695868979729767e-10, 279
41, err b: tensor([0.0019]), err u: tensor([0.0051]), fsolve flag:1, 8.011996621704043e-11, 280
42, err b: tensor([0.0016]), err u: tensor([0.0065]), fsolve flag:1, 5.142677950153995e-10, 278
43, err b: tensor([0.0017]), err u: tensor([0.0070]), fsolve flag:1, 3.505173928886052e-11, 278
44, err b: tensor([0.0014]), err u: tensor([0.0026]), fsolve flag:1, 8.122494343787423e-11, 283
45, err b: tensor([0.0014]), err u: tensor([0.0037]), fsolve flag:1, 1.1494210028217822e-09, 283
46, err b: tensor([0.0019]), err u: tensor([0.0070]), fsolve flag:1, 1.0548492357376205e-09, 279
47, err b: tensor([0.0019]), err u: tensor([0.0096]), fsolve flag:1, 8.78371403389977e-11, 277
48, err b: tensor([0.0015]), err u: tensor([0.0012]), fsolve flag:1, 3.076583432459756e-11, 533
49, err b: tensor([0.0018]), err u: tensor([0.0034]), fsolve flag:1, 6.08164629767316e-11, 279
mean err u: 6.7144e-04, mean err b: 2.0581e-04
