0, tensor([0.0037]), 1.1920928955078125e-07, 217
1, tensor([0.0041]), 2.384185791015625e-07, 220
2, tensor([0.0115]), 2.086162567138672e-07, 294
3, tensor([0.0046]), 8.940696716308594e-08, 151
4, tensor([0.0066]), 1.0617077350616455e-07, 282
5, tensor([0.0012]), 1.1920928955078125e-07, 215
6, tensor([0.0020]), 8.940696716308594e-08, 286
7, tensor([0.0111]), 2.980232238769531e-07, 294
8, tensor([0.0034]), 8.940696716308594e-08, 219
9, tensor([0.0037]), 1.043081283569336e-07, 152
10, tensor([0.0043]), 1.043081283569336e-07, 286
11, tensor([0.0034]), 1.4901161193847656e-07, 217
12, tensor([0.0142]), 1.4901161193847656e-07, 217
13, tensor([0.0027]), 1.4901161193847656e-07, 285
14, tensor([0.0040]), 1.1920928955078125e-07, 149
15, tensor([0.0035]), 1.4901161193847656e-07, 221
16, tensor([0.0021]), 1.1920928955078125e-07, 154
17, tensor([0.0039]), 1.1920928955078125e-07, 224
18, tensor([0.0039]), 8.940696716308594e-08, 152
19, tensor([0.0307]), 1.7881393432617188e-07, 158
20, tensor([0.0019]), 1.1920928955078125e-07, 158
21, tensor([0.0279]), 1.7881393432617188e-07, 221
22, tensor([0.0016]), 8.940696716308594e-08, 219
23, tensor([0.0030]), 7.450580596923828e-08, 221
24, tensor([0.0055]), 1.7881393432617188e-07, 288
25, tensor([0.0008]), 1.1920928955078125e-07, 152
26, tensor([0.0017]), 8.940696716308594e-08, 282
27, tensor([0.0011]), 1.4901161193847656e-07, 219
28, tensor([0.0862]), 1.7881393432617188e-07, 227
29, tensor([0.0042]), 8.940696716308594e-08, 218
30, tensor([0.1181]), 2.980232238769531e-07, 161
