>> Device being used: cuda (NVIDIA GeForce RTX 4090)
Total number of parameters: 1321
>> Training Mesh resolution: 257x257
/root/autodl-tmp/project/MPNO_final/BlatzKo_1d/PNO_NN_ex35_k1/PNO_BB_L1loss.py:143: UserWarning: torch.range is deprecated and will be removed in a future release because its behavior is inconsistent with Python's range builtin. Instead, use torch.arange, which produces values in [start, end).
  ksi_range = torch.range(-m_fact, m_fact).int()
tensor(0.8109)
tensor(3.3456)
>> Preprocessing completed, time elapsed:  0.60s
>> ntrain: 300, lr: 0.01, gamma: 0.6, w_d: 0.0
----------------------------------------------------------------------------------------------------
>> epoch [   1/3000], runtime: 4.26s, train loss: 2.1115e-04, valid loss: 1.0078e-04 , test loss: 3.8580e-03
>> epoch [   2/3000], runtime: 4.65s, train loss: 1.0517e-04, valid loss: 7.5607e-05 , test loss: 2.2533e-03
>> epoch [   3/3000], runtime: 4.84s, train loss: 7.8010e-05, valid loss: 5.1529e-05 , test loss: 1.4698e-03
>> epoch [   4/3000], runtime:  4.84s, train loss: 6.9002e-05 (best: 7.8010e-05/5.1529e-05)
>> epoch [   5/3000], runtime: 4.88s, train loss: 3.9979e-05, valid loss: 3.2956e-05 , test loss: 7.3298e-04
>> epoch [   6/3000], runtime: 4.88s, train loss: 3.3422e-05, valid loss: 2.4283e-05 , test loss: 5.0670e-04
>> epoch [   7/3000], runtime:  4.66s, train loss: 4.2420e-05 (best: 3.3422e-05/2.4283e-05)
>> epoch [   8/3000], runtime: 4.80s, train loss: 2.8777e-05, valid loss: 1.8823e-05 , test loss: 2.7694e-04
>> epoch [   9/3000], runtime:  5.22s, train loss: 2.3451e-05 (best: 2.8777e-05/1.8823e-05)
>> epoch [  10/3000], runtime: 5.26s, train loss: 2.5526e-05, valid loss: 1.5493e-05 , test loss: 2.7453e-04
>> epoch [  11/3000], runtime:  4.69s, train loss: 2.9318e-05 (best: 2.5526e-05/1.5493e-05)
>> epoch [  12/3000], runtime:  5.20s, train loss: 4.5400e-05 (best: 2.5526e-05/1.5493e-05)
>> epoch [  13/3000], runtime:  4.96s, train loss: 2.2805e-05 (best: 2.5526e-05/1.5493e-05)
>> epoch [  14/3000], runtime:  5.27s, train loss: 2.3580e-05 (best: 2.5526e-05/1.5493e-05)
>> epoch [  15/3000], runtime:  4.93s, train loss: 2.3389e-05 (best: 2.5526e-05/1.5493e-05)
>> epoch [  16/3000], runtime:  5.29s, train loss: 1.7562e-05 (best: 2.5526e-05/1.5493e-05)
>> epoch [  17/3000], runtime: 4.87s, train loss: 1.6608e-05, valid loss: 1.2148e-05 , test loss: 1.7419e-04
>> epoch [  18/3000], runtime:  5.27s, train loss: 1.5569e-05 (best: 1.6608e-05/1.2148e-05)
>> epoch [  19/3000], runtime:  5.27s, train loss: 2.6561e-05 (best: 1.6608e-05/1.2148e-05)
>> epoch [  20/3000], runtime:  4.88s, train loss: 1.8141e-05 (best: 1.6608e-05/1.2148e-05)
>> epoch [  21/3000], runtime:  4.82s, train loss: 1.3110e-05 (best: 1.6608e-05/1.2148e-05)
>> epoch [  22/3000], runtime:  5.26s, train loss: 1.8436e-05 (best: 1.6608e-05/1.2148e-05)
>> epoch [  23/3000], runtime:  4.73s, train loss: 1.5143e-05 (best: 1.6608e-05/1.2148e-05)
>> epoch [  24/3000], runtime:  5.24s, train loss: 1.4154e-05 (best: 1.6608e-05/1.2148e-05)
>> epoch [  25/3000], runtime: 5.27s, train loss: 1.4080e-05, valid loss: 1.0733e-05 , test loss: 1.5162e-04
>> epoch [  26/3000], runtime:  5.28s, train loss: 1.6984e-05 (best: 1.4080e-05/1.0733e-05)
>> epoch [  27/3000], runtime:  5.28s, train loss: 2.2647e-05 (best: 1.4080e-05/1.0733e-05)
>> epoch [  28/3000], runtime:  5.28s, train loss: 4.6109e-05 (best: 1.4080e-05/1.0733e-05)
>> epoch [  29/3000], runtime:  5.28s, train loss: 1.9843e-05 (best: 1.4080e-05/1.0733e-05)
>> epoch [  30/3000], runtime:  5.11s, train loss: 1.8620e-05 (best: 1.4080e-05/1.0733e-05)
>> epoch [  31/3000], runtime:  4.34s, train loss: 2.0308e-05 (best: 1.4080e-05/1.0733e-05)
>> epoch [  32/3000], runtime:  4.81s, train loss: 1.6021e-05 (best: 1.4080e-05/1.0733e-05)
>> epoch [  33/3000], runtime:  5.17s, train loss: 1.9777e-05 (best: 1.4080e-05/1.0733e-05)
>> epoch [  34/3000], runtime:  5.27s, train loss: 2.1954e-05 (best: 1.4080e-05/1.0733e-05)
>> epoch [  35/3000], runtime:  5.17s, train loss: 2.3211e-05 (best: 1.4080e-05/1.0733e-05)
>> epoch [  36/3000], runtime:  5.01s, train loss: 1.3041e-05 (best: 1.4080e-05/1.0733e-05)
>> epoch [  37/3000], runtime:  5.28s, train loss: 1.5166e-05 (best: 1.4080e-05/1.0733e-05)
>> epoch [  38/3000], runtime:  5.16s, train loss: 1.1720e-05 (best: 1.4080e-05/1.0733e-05)
>> epoch [  39/3000], runtime:  4.96s, train loss: 2.7304e-05 (best: 1.4080e-05/1.0733e-05)
>> epoch [  40/3000], runtime:  5.27s, train loss: 3.7624e-05 (best: 1.4080e-05/1.0733e-05)
>> epoch [  41/3000], runtime:  5.15s, train loss: 1.2617e-05 (best: 1.4080e-05/1.0733e-05)
>> epoch [  42/3000], runtime:  5.11s, train loss: 4.7419e-05 (best: 1.4080e-05/1.0733e-05)
>> epoch [  43/3000], runtime:  5.29s, train loss: 2.0134e-05 (best: 1.4080e-05/1.0733e-05)
>> epoch [  44/3000], runtime:  5.28s, train loss: 1.1051e-05 (best: 1.4080e-05/1.0733e-05)
>> epoch [  45/3000], runtime:  5.26s, train loss: 1.3286e-05 (best: 1.4080e-05/1.0733e-05)
>> epoch [  46/3000], runtime:  4.91s, train loss: 1.2080e-05 (best: 1.4080e-05/1.0733e-05)
>> epoch [  47/3000], runtime:  5.27s, train loss: 1.1142e-05 (best: 1.4080e-05/1.0733e-05)
>> epoch [  48/3000], runtime: 5.08s, train loss: 9.0875e-06, valid loss: 8.0025e-06 , test loss: 1.2419e-04
>> epoch [  49/3000], runtime:  4.83s, train loss: 9.7815e-06 (best: 9.0875e-06/8.0025e-06)
>> epoch [  50/3000], runtime:  5.24s, train loss: 1.2449e-05 (best: 9.0875e-06/8.0025e-06)
>> epoch [  51/3000], runtime:  5.26s, train loss: 2.8590e-05 (best: 9.0875e-06/8.0025e-06)
>> epoch [  52/3000], runtime:  5.29s, train loss: 2.0285e-05 (best: 9.0875e-06/8.0025e-06)
>> epoch [  53/3000], runtime:  5.29s, train loss: 1.7235e-05 (best: 9.0875e-06/8.0025e-06)
>> epoch [  54/3000], runtime:  5.29s, train loss: 1.6288e-05 (best: 9.0875e-06/8.0025e-06)
>> epoch [  55/3000], runtime:  5.29s, train loss: 1.0902e-05 (best: 9.0875e-06/8.0025e-06)
>> epoch [  56/3000], runtime:  5.27s, train loss: 1.1493e-05 (best: 9.0875e-06/8.0025e-06)
>> epoch [  57/3000], runtime:  5.27s, train loss: 1.1698e-05 (best: 9.0875e-06/8.0025e-06)
>> epoch [  58/3000], runtime:  5.28s, train loss: 1.0837e-05 (best: 9.0875e-06/8.0025e-06)
>> epoch [  59/3000], runtime:  5.24s, train loss: 8.8737e-06 (best: 9.0875e-06/8.0025e-06)
>> epoch [  60/3000], runtime:  4.95s, train loss: 9.0524e-06 (best: 9.0875e-06/8.0025e-06)
