0, tensor([0.3908]), 1.1920928955078125e-07, 75
1, tensor([0.7347]), 1.341104507446289e-07, 109
2, tensor([0.5976]), 6.705522537231445e-08, 75
3, tensor([0.2644]), 1.043081283569336e-07, 73
4, tensor([0.5434]), 1.1920928955078125e-07, 74
5, tensor([0.2912]), 1.4901161193847656e-07, 77
6, tensor([0.4926]), 1.7881393432617188e-07, 75
7, tensor([0.7092]), 1.4901161193847656e-07, 74
8, tensor([0.1354]), 8.940696716308594e-08, 109
9, tensor([0.9831]), 1.4901161193847656e-07, 112
10, tensor([0.6328]), 1.1920928955078125e-07, 42
11, tensor([0.8413]), 2.086162567138672e-07, 75
12, tensor([0.3137]), 1.9371509552001953e-07, 74
13, tensor([0.9264]), 1.6391277313232422e-07, 111
14, tensor([1.1337]), 1.4156103134155273e-07, 74
15, tensor([0.3129]), 7.450580596923828e-08, 75
16, tensor([0.7186]), 1.7881393432617188e-07, 74
17, tensor([0.7839]), 1.2665987014770508e-07, 75
18, tensor([1.8206]), 1.7881393432617188e-07, 42
19, tensor([0.1669]), 1.1920928955078125e-07, 112
20, tensor([0.2915]), 1.5273690223693848e-07, 74
21, tensor([0.5836]), 1.1920928955078125e-07, 73
22, tensor([1.1084]), 1.7881393432617188e-07, 73
23, tensor([1.0062]), 8.940696716308594e-08, 107
24, tensor([0.4020]), 1.1920928955078125e-07, 111
25, tensor([1.0280]), 1.1920928955078125e-07, 108
26, tensor([0.5726]), 1.4901161193847656e-07, 112
27, tensor([0.8103]), 1.1920928955078125e-07, 75
28, tensor([1.3043]), 1.6391277313232422e-07, 75
29, tensor([0.6322]), 1.30385160446167e-07, 109
30, tensor([1.0289]), 1.1920928955078125e-07, 74
31, tensor([0.6388]), 2.384185791015625e-07, 76
32, tensor([0.2063]), 1.4901161193847656e-07, 73
33, tensor([0.8845]), 8.940696716308594e-08, 74
34, tensor([0.3599]), 1.2293457984924316e-07, 75
35, tensor([0.7862]), 1.6391277313232422e-07, 111
36, tensor([0.6632]), 1.6391277313232422e-07, 74
37, tensor([0.5359]), 1.4156103134155273e-07, 76
38, tensor([0.5858]), 1.4901161193847656e-07, 111
39, tensor([0.2668]), 1.7881393432617188e-07, 149
40, tensor([0.2399]), 1.2665987014770508e-07, 73
41, tensor([1.3153]), 1.1920928955078125e-07, 76
42, tensor([0.5224]), 1.341104507446289e-07, 74
43, tensor([0.4655]), 1.1362135410308838e-07, 110
44, tensor([0.1890]), 1.9371509552001953e-07, 77
45, tensor([0.6850]), 1.4901161193847656e-07, 74
46, tensor([2.2333]), 1.4901161193847656e-07, 75
47, tensor([0.6419]), 1.7881393432617188e-07, 107
48, tensor([0.4229]), 1.4901161193847656e-07, 76
49, tensor([0.1312]), 2.086162567138672e-07, 75
50, tensor([0.8143]), 1.341104507446289e-07, 74
51, tensor([1.5830]), 1.7881393432617188e-07, 72
52, tensor([0.5452]), 1.4901161193847656e-07, 79
53, tensor([0.5157]), 8.940696716308594e-08, 109
54, tensor([0.2879]), 1.341104507446289e-07, 111
55, tensor([0.3829]), 1.1920928955078125e-07, 109
56, tensor([0.2365]), 1.1920928955078125e-07, 145
57, tensor([1.5957]), 1.1175870895385742e-07, 111
58, tensor([2.1554]), 1.1920928955078125e-07, 76
59, tensor([0.4657]), 1.6391277313232422e-07, 108
60, tensor([1.0264]), 1.4901161193847656e-07, 110
61, tensor([1.1405]), 1.1920928955078125e-07, 75
62, tensor([0.9272]), 1.7881393432617188e-07, 75
63, tensor([1.2874]), 1.1920928955078125e-07, 74
64, tensor([0.2574]), 1.1920928955078125e-07, 111
65, tensor([0.1507]), 1.1920928955078125e-07, 110
66, tensor([0.8572]), 8.940696716308594e-08, 111
