0, tensor([0.0047]), 6.51925802230835e-08, 790
1, tensor([0.0035]), 6.239861249923706e-08, 529
2, tensor([0.0030]), 4.7497451305389404e-08, 791
3, tensor([0.0027]), 7.636845111846924e-08, 787
4, tensor([0.0026]), 1.0803341865539551e-07, 531
5, tensor([0.0015]), 3.3993273973464966e-08, 794
6, tensor([0.0017]), 7.008202373981476e-08, 531
7, tensor([0.0022]), 7.82310962677002e-08, 531
8, tensor([0.0028]), 6.891787052154541e-08, 530
9, tensor([0.0042]), 6.05359673500061e-08, 528
10, tensor([0.0018]), 6.332993507385254e-08, 790
11, tensor([0.0011]), 4.470348358154297e-08, 533
12, tensor([0.0016]), 5.587935447692871e-08, 534
13, tensor([0.0004]), 5.960464477539063e-08, 788
14, tensor([0.0040]), 7.078051567077637e-08, 534
15, tensor([0.0018]), 6.51925802230835e-08, 533
16, tensor([0.0006]), 5.122274160385132e-08, 530
17, tensor([0.0014]), 6.705522537231445e-08, 530
18, tensor([0.0035]), 1.0058283805847168e-07, 529
19, tensor([0.0599]), 0.004037998616695404, 525
20, tensor([0.0019]), 5.960464477539063e-08, 531
21, tensor([0.0053]), 4.377216100692749e-08, 532
22, tensor([0.0025]), 5.3085386753082275e-08, 532
23, tensor([0.0016]), 1.0803341865539551e-07, 528
24, tensor([0.0051]), 6.984919309616089e-08, 533
25, tensor([0.0021]), 1.0617077350616455e-07, 528
26, tensor([0.0010]), 7.82310962677002e-08, 529
27, tensor([0.0015]), 6.146728992462158e-08, 790
28, tensor([0.0045]), 7.82310962677002e-08, 533
29, tensor([0.0011]), 9.313225746154785e-08, 533
30, tensor([0.0022]), 8.009374141693115e-08, 788
31, tensor([0.0011]), 8.14325176179409e-08, 533
32, tensor([0.0017]), 7.450580596923828e-08, 789
33, tensor([0.0023]), 3.725290298461914e-08, 789
34, tensor([0.0031]), 6.891787052154541e-08, 534
35, tensor([0.0045]), 4.842877388000488e-08, 533
36, tensor([0.0029]), 5.029141902923584e-08, 536
37, tensor([0.0012]), 6.146728992462158e-08, 792
38, tensor([0.0013]), 4.0978193283081055e-08, 1049
39, tensor([0.0013]), 7.450580596923828e-08, 532
40, tensor([0.0023]), 1.1548399925231934e-07, 533
41, tensor([0.0024]), 4.284083843231201e-08, 793
42, tensor([0.0041]), 1.1920928955078125e-07, 532
43, tensor([0.0022]), 7.078051567077637e-08, 790
44, tensor([0.0032]), 8.195638656616211e-08, 532
45, tensor([0.0043]), 8.195638656616211e-08, 1050
46, tensor([0.0018]), 4.540197551250458e-08, 535
47, tensor([0.0016]), 1.1175870895385742e-07, 536
48, tensor([0.0016]), 4.563480615615845e-08, 794
49, tensor([0.0025]), 9.901850717142224e-08, 789
50, tensor([0.0014]), 7.450580596923828e-08, 795
51, tensor([0.0018]), 6.938353180885315e-08, 532
52, tensor([0.0016]), 6.332993507385254e-08, 531
53, tensor([0.0040]), 7.82310962677002e-08, 533
54, tensor([0.0014]), 4.842877388000488e-08, 789
55, tensor([0.0025]), 5.587935447692871e-08, 533
56, tensor([0.0027]), 4.936009645462036e-08, 532
57, tensor([0.0027]), 7.078051567077637e-08, 533
58, tensor([0.0034]), 7.078051567077637e-08, 791
59, tensor([0.0022]), 4.284083843231201e-08, 788
60, tensor([0.0020]), 5.029141902923584e-08, 533
61, tensor([0.0018]), 1.0803341865539551e-07, 534
62, tensor([0.0021]), 5.587935447692871e-08, 532
63, tensor([0.0021]), 8.195638656616211e-08, 531
64, tensor([0.0040]), 5.587935447692871e-08, 532
65, tensor([0.0019]), 9.685754776000977e-08, 532
66, tensor([0.0004]), 1.0244548320770264e-07, 535
67, tensor([0.0045]), 8.195638656616211e-08, 531
68, tensor([0.0034]), 7.636845111846924e-08, 532
69, tensor([0.0024]), 5.4016709327697754e-08, 534
70, tensor([0.0032]), 9.313225746154785e-08, 790
71, tensor([0.0030]), 6.146728992462158e-08, 533
72, tensor([0.0007]), 7.078051567077637e-08, 530
73, tensor([0.0011]), 7.82310962677002e-08, 787
74, tensor([0.0049]), 5.960464477539063e-08, 534
75, tensor([0.0028]), 6.332993507385254e-08, 536
76, tensor([0.0021]), 5.681067705154419e-08, 532
77, tensor([0.0025]), 6.705522537231445e-08, 531
78, tensor([0.0024]), 6.146728992462158e-08, 535
79, tensor([0.0011]), 6.612390279769897e-08, 529
80, tensor([0.0027]), 7.450580596923828e-08, 532
81, tensor([0.0051]), 6.705522537231445e-08, 532
82, tensor([0.0731]), 0.008081045001745224, 525
83, tensor([0.0040]), 5.494803190231323e-08, 788
84, tensor([0.0040]), 4.470348358154297e-08, 533
85, tensor([0.0024]), 5.960464477539063e-08, 532
86, tensor([0.0014]), 8.335337042808533e-08, 529
87, tensor([0.0020]), 8.195638656616211e-08, 534
88, tensor([0.0012]), 7.264316082000732e-08, 787
89, tensor([0.0028]), 8.195638656616211e-08, 532
90, tensor([0.0032]), 7.82310962677002e-08, 533
91, tensor([0.0041]), 6.705522537231445e-08, 534
92, tensor([0.0006]), 7.869675755500793e-08, 536
93, tensor([0.0032]), 8.475035429000854e-08, 787
94, tensor([0.0004]), 6.239861249923706e-08, 792
95, tensor([0.0006]), 4.621688276529312e-08, 531
96, tensor([0.0038]), 3.5390257835388184e-08, 535
97, tensor([0.0012]), 5.494803190231323e-08, 532
98, tensor([0.0041]), 6.332993507385254e-08, 530
99, tensor([0.0020]), 7.060589268803596e-08, 1048
mean err: 0.003731837961822748
19, tensor([0.0044]), 9.685754776000977e-08, 523, 1.2665987014770508e-07
Error of u: tensor(0.0025)
