0, err b: tensor([0.0029]), err u: tensor([0.0080]), fsolve flag:1, 1.9854118349371674e-12, 288
0, err b: tensor([0.0029]), err u: tensor([0.0080]), fsolve flag:1, 2.3848056862618705e-09, 283
1, err b: tensor([0.0033]), err u: tensor([0.0079]), fsolve flag:1, 2.5420182625524035e-09, 280
2, err b: tensor([0.0032]), err u: tensor([0.0064]), fsolve flag:1, 2.3518764713514884e-10, 282
3, err b: tensor([0.0035]), err u: tensor([0.0072]), fsolve flag:1, 1.0710333731012156e-09, 276
4, err b: tensor([0.0027]), err u: tensor([0.0066]), fsolve flag:1, 2.3208820976172717e-10, 281
0, err b: tensor([0.0029]), err u: tensor([0.0080]), fsolve flag:1, 2.3848056862618705e-09, 283
1, err b: tensor([0.0033]), err u: tensor([0.0079]), fsolve flag:1, 2.5420182625524035e-09, 280
2, err b: tensor([0.0032]), err u: tensor([0.0064]), fsolve flag:1, 2.3518764713514884e-10, 282
0, err b: tensor([0.0029]), err u: tensor([0.0080]), fsolve flag:1, 2.3848056862618705e-09, 283
1, err b: tensor([0.0033]), err u: tensor([0.0079]), fsolve flag:1, 2.5420182625524035e-09, 280
2, err b: tensor([0.0032]), err u: tensor([0.0064]), fsolve flag:1, 2.3518764713514884e-10, 282
3, err b: tensor([0.0035]), err u: tensor([0.0072]), fsolve flag:1, 1.0710333731012156e-09, 276
4, err b: tensor([0.0027]), err u: tensor([0.0066]), fsolve flag:1, 2.3208820976172717e-10, 281
5, err b: tensor([0.0034]), err u: tensor([0.0055]), fsolve flag:1, 2.5491272426236833e-09, 279
6, err b: tensor([0.0028]), err u: tensor([0.0043]), fsolve flag:1, 2.4068768644802674e-09, 285
7, err b: tensor([0.0030]), err u: tensor([0.0078]), fsolve flag:1, 6.812072017581272e-10, 283
8, err b: tensor([0.0026]), err u: tensor([0.0069]), fsolve flag:1, 8.512592852838452e-10, 534
9, err b: tensor([0.0037]), err u: tensor([0.0074]), fsolve flag:1, 2.8422986186882326e-10, 279
10, err b: tensor([0.0036]), err u: tensor([0.0063]), fsolve flag:1, 9.527789668339892e-10, 274
11, err b: tensor([0.0025]), err u: tensor([0.0061]), fsolve flag:1, 7.835289084212604e-10, 533
12, err b: tensor([0.0034]), err u: tensor([0.0047]), fsolve flag:1, 1.5494328042819916e-10, 282
13, err b: tensor([0.0035]), err u: tensor([0.0072]), fsolve flag:1, 3.7519112816575273e-10, 277
14, err b: tensor([0.0029]), err u: tensor([0.0056]), fsolve flag:1, 1.1778250041949434e-09, 278
15, err b: tensor([0.0032]), err u: tensor([0.0068]), fsolve flag:1, 4.745448478615799e-11, 280
16, err b: tensor([0.0032]), err u: tensor([0.0082]), fsolve flag:1, 1.5901409078367124e-09, 279
17, err b: tensor([0.0028]), err u: tensor([0.0078]), fsolve flag:1, 1.7504613314400785e-09, 277
18, err b: tensor([0.0028]), err u: tensor([0.0047]), fsolve flag:1, 1.2992141806833502e-09, 280
19, err b: tensor([0.0029]), err u: tensor([0.0063]), fsolve flag:1, 1.5011530074549029e-09, 281
20, err b: tensor([0.0037]), err u: tensor([0.0072]), fsolve flag:1, 2.194189635540411e-09, 278
21, err b: tensor([0.0033]), err u: tensor([0.0065]), fsolve flag:1, 7.401298185438776e-10, 278
22, err b: tensor([0.0030]), err u: tensor([0.0046]), fsolve flag:1, 1.0205539191510127e-09, 532
23, err b: tensor([0.0029]), err u: tensor([0.0069]), fsolve flag:1, 7.439463767244803e-10, 280
24, err b: tensor([0.0036]), err u: tensor([0.0075]), fsolve flag:1, 7.304686577835895e-10, 276
25, err b: tensor([0.0028]), err u: tensor([0.0083]), fsolve flag:1, 3.968162146095189e-09, 283
26, err b: tensor([0.0032]), err u: tensor([0.0043]), fsolve flag:1, 6.773503979928819e-11, 282
27, err b: tensor([0.0025]), err u: tensor([0.0061]), fsolve flag:1, 4.3356762624569e-11, 532
28, err b: tensor([0.0033]), err u: tensor([0.0091]), fsolve flag:1, 1.1625376217239136e-09, 282
29, err b: tensor([0.0030]), err u: tensor([0.0060]), fsolve flag:1, 9.325119565417594e-10, 280
30, err b: tensor([0.0029]), err u: tensor([0.0033]), fsolve flag:1, 6.256752893563089e-10, 281
31, err b: tensor([0.0027]), err u: tensor([0.0043]), fsolve flag:1, 3.6003509062965122e-09, 280
32, err b: tensor([0.0030]), err u: tensor([0.0057]), fsolve flag:1, 1.0893592694571907e-09, 278
33, err b: tensor([0.0031]), err u: tensor([0.0093]), fsolve flag:1, 8.983762622705171e-10, 282
34, err b: tensor([0.0031]), err u: tensor([0.0084]), fsolve flag:1, 3.4709535245980305e-10, 280
35, err b: tensor([0.0029]), err u: tensor([0.0053]), fsolve flag:1, 2.5166579931124033e-09, 288
36, err b: tensor([0.0029]), err u: tensor([0.0079]), fsolve flag:1, 1.2446763619777812e-09, 280
37, err b: tensor([0.0030]), err u: tensor([0.0043]), fsolve flag:1, 1.2271489380211165e-10, 282
38, err b: tensor([0.0038]), err u: tensor([0.0057]), fsolve flag:1, 7.45909722876803e-10, 274
39, err b: tensor([0.0026]), err u: tensor([0.0071]), fsolve flag:1, 1.5323984303705629e-09, 285
40, err b: tensor([0.0029]), err u: tensor([0.0057]), fsolve flag:1, 3.3127336984684064e-10, 280
41, err b: tensor([0.0030]), err u: tensor([0.0066]), fsolve flag:1, 2.3638324631036767e-09, 280
42, err b: tensor([0.0029]), err u: tensor([0.0060]), fsolve flag:1, 1.2489276279836758e-10, 280
43, err b: tensor([0.0035]), err u: tensor([0.0043]), fsolve flag:1, 6.531751250982154e-10, 278
44, err b: tensor([0.0046]), err u: tensor([0.0027]), fsolve flag:1, 2.1192572141615074e-09, 277
45, err b: tensor([0.0028]), err u: tensor([0.0061]), fsolve flag:1, 3.326293684935422e-10, 284
46, err b: tensor([0.0035]), err u: tensor([0.0054]), fsolve flag:1, 4.946074660949762e-10, 278
47, err b: tensor([0.0037]), err u: tensor([0.0085]), fsolve flag:1, 2.722079228689722e-10, 279
48, err b: tensor([0.0024]), err u: tensor([0.0059]), fsolve flag:1, 1.7718493339202723e-09, 534
49, err b: tensor([0.0032]), err u: tensor([0.0059]), fsolve flag:1, 1.9160273367901937e-10, 280
0, err b: tensor([0.0029]), err u: tensor([0.0080]), fsolve flag:1, 2.3848056862618705e-09, 283
1, err b: tensor([0.0033]), err u: tensor([0.0079]), fsolve flag:1, 2.5420182625524035e-09, 280
2, err b: tensor([0.0032]), err u: tensor([0.0064]), fsolve flag:1, 2.3518764713514884e-10, 282
3, err b: tensor([0.0035]), err u: tensor([0.0072]), fsolve flag:1, 1.0710333731012156e-09, 276
4, err b: tensor([0.0027]), err u: tensor([0.0066]), fsolve flag:1, 2.3208820976172717e-10, 281
5, err b: tensor([0.0034]), err u: tensor([0.0055]), fsolve flag:1, 2.5491272426236833e-09, 279
6, err b: tensor([0.0028]), err u: tensor([0.0043]), fsolve flag:1, 2.4068768644802674e-09, 285
7, err b: tensor([0.0030]), err u: tensor([0.0078]), fsolve flag:1, 6.812072017581272e-10, 283
8, err b: tensor([0.0026]), err u: tensor([0.0069]), fsolve flag:1, 8.512592852838452e-10, 534
9, err b: tensor([0.0037]), err u: tensor([0.0074]), fsolve flag:1, 2.8422986186882326e-10, 279
10, err b: tensor([0.0036]), err u: tensor([0.0063]), fsolve flag:1, 9.527789668339892e-10, 274
11, err b: tensor([0.0025]), err u: tensor([0.0061]), fsolve flag:1, 7.835289084212604e-10, 533
12, err b: tensor([0.0034]), err u: tensor([0.0047]), fsolve flag:1, 1.5494328042819916e-10, 282
13, err b: tensor([0.0035]), err u: tensor([0.0072]), fsolve flag:1, 3.7519112816575273e-10, 277
14, err b: tensor([0.0029]), err u: tensor([0.0056]), fsolve flag:1, 1.1778250041949434e-09, 278
15, err b: tensor([0.0032]), err u: tensor([0.0068]), fsolve flag:1, 4.745448478615799e-11, 280
16, err b: tensor([0.0032]), err u: tensor([0.0082]), fsolve flag:1, 1.5901409078367124e-09, 279
