1, 2.8908e-02, 1.0102e-04, fsolve flag:5, 7.525086402893066e-07, 531
2, 8.9647e-03, 9.1442e-05, fsolve flag:1, 1.4388933777809143e-07, 1050
3, 1.6426e-02, 6.3254e-05, fsolve flag:1, 6.024492904543877e-07, 1050
4, 5.8105e-02, 1.2767e-04, fsolve flag:1, 1.7508864402770996e-07, 1306
5, 8.7592e-03, 4.2474e-05, fsolve flag:1, 4.279427230358124e-07, 793
6, 6.5278e-03, 2.4652e-05, fsolve flag:1, 6.407499313354492e-07, 534
7, 4.4039e-03, 3.0805e-05, fsolve flag:5, 3.641471266746521e-07, 533
8, 2.6158e-03, 1.1775e-05, fsolve flag:1, 4.069879651069641e-07, 1050
9, 8.4263e-02, 1.0636e-03, fsolve flag:1, 7.743074093014002e-08, 1049
11, 2.6722e-03, 2.0803e-05, fsolve flag:5, 4.4051557779312134e-07, 788
12, 9.0570e-03, 8.5532e-05, fsolve flag:1, 1.9371509552001953e-07, 790
13, 1.0373e-02, 3.3954e-05, fsolve flag:1, 6.034970283508301e-07, 792
14, 9.6903e-03, 5.5881e-05, fsolve flag:1, 3.3155083656311035e-07, 793
15, 6.0978e-03, 2.5909e-05, fsolve flag:1, 4.0605664253234863e-07, 792
16, 5.7556e-02, 1.5831e-04, fsolve flag:1, 2.1792948246002197e-07, 794
17, 4.6743e-03, 3.4047e-05, fsolve flag:1, 3.474997356534004e-07, 793
18, 6.6779e-03, 5.1412e-05, fsolve flag:1, 3.1013041734695435e-07, 793
19, 9.9748e-03, 6.5278e-05, fsolve flag:1, 2.384185791015625e-07, 1310
20, 9.6266e-03, 3.8628e-05, fsolve flag:4, 8.586794137954712e-07, 1301
21, 8.5659e-03, 3.1765e-05, fsolve flag:1, 6.798654794692993e-07, 792
22, 7.1415e-03, 4.3043e-05, fsolve flag:1, 3.501772880554199e-07, 1308
23, 3.3222e-03, 1.6145e-05, fsolve flag:5, 5.532056093215942e-07, 531
24, 7.3334e-03, 5.6802e-05, fsolve flag:1, 3.3155083656311035e-07, 1052
25, 6.9810e-03, 3.4448e-05, fsolve flag:5, 4.264293238520622e-07, 789
26, 8.4304e-03, 5.4291e-05, fsolve flag:5, 1.4388933777809143e-07, 531
27, 7.1808e-02, 1.5692e-04, fsolve flag:1, 3.241002559661865e-07, 1309
28, 2.7911e-03, 1.2660e-05, fsolve flag:5, 3.976747393608093e-07, 531
29, 7.3909e-03, 2.9847e-05, fsolve flag:1, 3.424938768148422e-07, 1309
30, 8.8788e-02, 1.9851e-04, fsolve flag:1, 3.0687078833580017e-07, 1053
31, 2.3088e-03, 8.6721e-06, fsolve flag:1, 3.6670826375484467e-07, 1051
32, 4.7994e-02, 1.5316e-04, fsolve flag:5, 4.917383193969727e-07, 535
33, 4.2932e-02, 1.1619e-04, fsolve flag:4, 5.660112947225571e-07, 1565
34, 6.1161e-02, 2.7735e-04, fsolve flag:1, 4.880130290985107e-07, 793
35, 4.9530e-02, 1.3476e-04, fsolve flag:1, 6.132759153842926e-07, 791
36, 2.4888e-01, 6.2289e-04, fsolve flag:1, 1.6461126506328583e-07, 1052
37, 8.0842e-02, 2.8429e-04, fsolve flag:1, 2.919696271419525e-07, 1051
38, 1.8415e-02, 1.3637e-04, fsolve flag:5, 6.016343832015991e-07, 531
40, 8.0612e-02, 1.6230e-04, fsolve flag:1, 2.9616057872772217e-07, 1308
41, 4.8567e-03, 3.1100e-05, fsolve flag:5, 4.1956081986427307e-07, 1050
42, 8.6347e-03, 2.6309e-05, fsolve flag:1, 6.05359673500061e-07, 790
43, 2.3824e-02, 1.2433e-04, fsolve flag:1, 1.501757651567459e-07, 794
44, 4.2710e-02, 1.1113e-04, fsolve flag:5, 5.514593794941902e-07, 792
45, 6.9683e-02, 6.8482e-04, fsolve flag:1, 7.217749953269958e-08, 792
46, 1.0238e-02, 7.0016e-05, fsolve flag:1, 3.864988684654236e-07, 791
48, 3.4311e-03, 8.4843e-06, fsolve flag:1, 5.597248673439026e-07, 1308
49, 4.2610e-01, 6.0440e-04, fsolve flag:1, 1.405642251484096e-07, 1312
mean err: 1.3734e-04
mean err: 0.0000e+00
